,Unnamed: 0,Nama,Lembaga,Unit Kerja,Jabatan,Tanggal Lapor,Jenis Lapor,Kekayaan
495,495,TEJO PURNOMO,PEMERINTAH DAERAH D.I. YOGYAKARTA,BIRO UMUM DAN PROTOKOL,KEPALA BAGIAN,31 Desember 2017,Periodik,132756443
496,496,HAMENGKU BUWONO X,PEMERINTAH DAERAH D.I. YOGYAKARTA,PIMPINAN TERTINGGI,GUBERNUR,31 Desember 2017,Periodik,26139161899
497,497,ESTI SASANTI,OTORITAS JASA KEUANGAN (OJK),DEPUTI KOMISIONER PENGATURAN DAN PENGAWASAN TERINTEGRASI,DEPUTI DIREKTUR - DIREKTORAT PENGAWASAN TERINTEGRASI 2,31 Desember 2017,Periodik,1952939771
498,498,MINATI GAYUH LUHURI,PEMERINTAH PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,PELAKSANA,31 Desember 2017,Periodik,70300000
499,499,AMALA MORENTI,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA II,PEMERIKSA MADYA,31 Desember 2017,Periodik,446573139
500,500,SUKCI HIRAWATI,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA IV,PEMERIKSA MADYA,31 Desember 2017,Periodik,352595690
501,501,DHINI ASTARINI,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT,DIREKTORAT JENDERAL CIPTA KARYA,BENDAHARA PENGELUARAN,19 April 2017,"Khusus, Awal Menjabat",152854329
502,502,RIDIAN JUNATA,PT PERUSAHAAN GAS NEGARA TBK,PT PERUSAHAAN GAS NEGARA TBK,ANALYST,31 Desember 2017,Periodik,1298636878
503,503,EDUWARD,BADAN PEMERIKSA KEUANGAN (BPK-RI),BADAN PEMERIKSA KEUANGAN (BPK-RI) PERWAKILAN PROVINSI JAWA TIMUR,PEMERIKSA MUDA,31 Desember 2017,Periodik,1667686548
504,504,NIZAR ABDILLAH MUFTI,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PENGELOLAAN PEMBIAYAAN DAN RISIKO,PELAKSANA SUBDIREKTORAT PERENCANAAN DAN PENGELOLAAN DATA,31 Desember 2017,Periodik,39617673
505,505,SURYAWANTO,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA,KANTOR WILAYAH KEMENTERIAN HUKUM DAN HAM D.I. YOGYAKARTA,BENDAHARA DAN/ATAU PEJABAT PENGELOLA KEUANGAN,31 Desember 2017,Periodik,-154984102
506,506,ALDISE DYAN RINI SYARIFA,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP PROVINSI NUSA TENGGARA BARAT,AUDITOR PERTAMA,31 Desember 2017,Periodik,21761246
507,507,ALISE KURNIARINI FADLILA,BANK INDONESIA (BI),DEPARTEMEN PENGADAAN STRATEGIS,ANALIS,31 Desember 2017,Periodik,-126893970
508,508,RAHMAT SETYAJI,BADAN PEMERIKSA KEUANGAN (BPK-RI),BADAN PEMERIKSA KEUANGAN (BPK-RI) PERWAKILAN PROVINSI SULAWESI SELATAN,PEMERIKSA PERTAMA,31 Desember 2017,Periodik,60054914
509,509,LAILY FITRIA TITIN ANUGRAHWATI,MAHKAMAH AGUNG,PENGADILAN TINGGI YOGYAKARTA,HAKIM,31 Desember 2017,Periodik,749419801
510,510,ADI PURWANTO AR,KEMENTERIAN RISET DAN TEKNOLOGI / BADAN RISET DAN INOVASI NASIONAL,UNIVERSITAS BANGKA BELITUNG,KEPALA SUBBAGIAN TATA USAHA DAN RUMAH TANGGA,31 Desember 2017,Periodik,236000000
511,511,PADMONO ANGGORO PRASETYO,PEMERINTAH DAERAH D.I. YOGYAKARTA,DINAS KEBUDAYAAN,KEPALA SEKSI SENI RUPA,31 Desember 2017,Periodik,529027225
512,512,TITO ASUNG KUMORO WICAKSONO,PEMERINTAH DAERAH D.I. YOGYAKARTA,"DINAS PEKERJAAN UMUM, PERUMAHAN DAN ENERGI SUMBER DAYA MINERAL",KEPALA SEKSI PERENCANAAN SUMBERDAYA AIR,31 Desember 2017,Periodik,3135868089
513,513,EVIE FRIDINA SUSAN,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP D.I. YOGYAKARTA,AUDITOR MUDA,31 Desember 2017,Periodik,128066046
514,514,IKA HARTANTI,PEMERINTAH DAERAH D.I. YOGYAKARTA,DINAS KEHUTANAN DAN PERKEBUNAN,KEPALA BIDANG,31 Desember 2017,Periodik,87828700
515,515,MENIK NILAWATI,PEMERINTAH DAERAH D.I. YOGYAKARTA,DINAS KEHUTANAN DAN PERKEBUNAN,KEPALA BIDANG,31 Desember 2017,Periodik,2141789177
516,516,ARIYANTI LUHUR TRI SETYARINI,PEMERINTAH DAERAH D.I. YOGYAKARTA,SEKRETARIAT PARAMPARA PRAJA,SEKRETARIS,31 Desember 2017,Periodik,0
517,517,NUGRAHANI,MAHKAMAH AGUNG,PENGADILAN TINGGI YOGYAKARTA,PANITERA MUDA PERDATA,31 Desember 2017,Periodik,2228000000
518,518,HANUNG INDARTO,MAHKAMAH AGUNG,PENGADILAN TINGGI YOGYAKARTA,PANITERA PENGGANTI,31 Desember 2017,Periodik,774298000
519,519,CHRISTINA CANDRASARI INDRIATMO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE,31 Desember 2017,Periodik,-106211033
520,520,RIZMAH NURCHASANAH,BANK INDONESIA (BI),KPW PROVINSI DIY,ANALIS,31 Desember 2017,Periodik,6546069587
521,521,MUHAMMAD DAHLAN SALEH,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,"KEPALA BIDANG PENDAFTARAN, EKSTENSIFIKASI DAN PENILAIAN - KANTOR WILAYAH DJP SUMATERA SELATAN DAN KEPULAUAN BANGKA BELITUNG",31 Desember 2017,Periodik,2534297309
522,522,YOPIE WIRAWAN ADIBRATA,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK MUDA,31 Desember 2017,Periodik,1708503768
523,523,IRVAN MAWARDI,MAHKAMAH AGUNG,PENGADILAN TINGGI TATA USAHA NEGARA MEDAN,HAKIM,31 Desember 2017,Periodik,542000000
524,524,ERNA SUYATI,PEMERINTAH DAERAH D.I. YOGYAKARTA,RUMAH SAKIT JIWA GRHASIA,KEPALA SEKSI PELAYANAN MEDIK RAWAT JALAN,31 Desember 2017,Periodik,450000000
525,525,GUSTI KANJENG RATU HEMAS,KPU (CALON ANGGOTA DPD RI),PROVINSI DAERAH ISTIMEWA YOGYAKARTA,CALON ANGGOTA DPD RI,4 Juli 2018,"Khusus, Calon PN",23425671895
526,526,NOVIERA SARASATI,BADAN PENGAWAS OBAT DAN MAKANAN (BPOM),BALAI BESAR POM YOGYAKARTA,PEJABAT PENGUJI SURAT PERINTAH MEMBAYAR,27 Maret 2018,"Khusus, Awal Menjabat",338385379
527,527,RIRIN HERINI EVILISTYANI,PEMERINTAH DAERAH D.I. YOGYAKARTA,BADAN PERENCANAAN PEMBANGUNAN DAERAH,KEPALA SUB BIDANG BUDAYA,31 Desember 2017,Periodik,165450000
528,528,WISNU INDARTO,BADAN PEMERIKSA KEUANGAN (BPK-RI),BADAN PEMERIKSA KEUANGAN (BPK-RI) PERWAKILAN PROVINSI JAWA BARAT,PEMERIKSA MUDA,31 Desember 2017,Periodik,1045015107
529,529,MEITY IRIANI SRI MARBYAN TARTININGTYAS,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PERBENDAHARAAN,PEJABAT PEMBUAT KOMITMEN (PPK) PADA KPPN LUBUK SIKAPING,31 Desember 2017,Periodik,334000000
530,530,ISTARYONO,PEMERINTAH KABUPATEN KULON PROGO,INSPEKTORAT DAERAH,AUDITOR,31 Desember 2017,Periodik,45152000
531,531,HAMENGKU BUWONO X,PEMERINTAH DAERAH D.I. YOGYAKARTA,PIMPINAN TERTINGGI,GUBERNUR,30 Desember 2016,Periodik,25977411899
532,532,DYAH TRIWULANDARI,PEMERINTAH KABUPATEN BANTUL,DINAS LINGKUNGAN HIDUP,KEPALA SEKSI PERENCANAAN DAN KAJIAN DAMPAK LINGKUNGAN HIDUP,31 Desember 2017,Periodik,320200000
533,533,CAHYA WIDI,PT BANK BPD DIY,WAKIL PIMPINAN,DIREKTUR UMUM,31 Desember 2017,Periodik,5822237160
534,534,NOVI RIADHI,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,FUNGSIONAL PEMERIKSA PAJAK,31 Desember 2017,Periodik,2398872202
535,535,EKO HARIYATNO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,KEPALA SEKSI PENGAWASAN DAN KONSULTASI - KANTOR PELAYANAN PAJAK PRATAMA BATANG,31 Desember 2017,Periodik,838780936
536,536,OKTIANA DWI ASTUTI,BADAN PENGAWAS OBAT DAN MAKANAN (BPOM),BALAI BESAR POM YOGYAKARTA,PENYIDIK PEGAWAI NEGERI SIPIL,16 Maret 2018,"Khusus, Awal Menjabat",277508365
537,537,IDHA WAHYU WINDARTI,BADAN PENGAWAS OBAT DAN MAKANAN (BPOM),BALAI BESAR POM YOGYAKARTA,PEJABAT FUNGSIONAL PENGAWAS FARMASI DAN MAKANAN MADYA,21 Maret 2018,"Khusus, Awal Menjabat",233598678
538,538,RETNO DYAH PARWITASARI,KEMENTERIAN KESEHATAN,DIREKTORAT JENDERAL PELAYANAN KESEHATAN,KEPALA BIDANG FASILITAS MEDIK DAN KEPERAWATAN,31 Desember 2017,Periodik,1682929270
539,539,BAGAS RAEDIANTO,OTORITAS JASA KEUANGAN (OJK),DEPUTI KOMISIONER PENGAWAS PERBANKAN I,STAF - DIREKTORAT PENGAWASAN BANK SYARIAH,20 September 2017,"Khusus, Awal Menjabat",126150000
540,540,MARIA DANASTRI,KOMISI PEMBERANTASAN KORUPSI (KPK),SEKRETARIAT JENDERAL,SPESIALIS MUDA 1,22 Mei 2017,"Khusus, Awal Menjabat",30810642
541,541,SOEPRAPTO SOEDJONO,,,,25 April 2010,Periodik,467154161
542,542,WICAKSONO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,SEKRETARIS KELURAHAN SURYODININGRATAN,7 November 2014,Periodik,-53396596
543,543,ISTARYONO,,,,10 September 2005,Periodik,-51650000
544,544,LESTARYONO,PEMERINTAH KABUPATEN KULON PROGO,PEMERINTAH KABUPATEN KULON PROGO,STAF AHLI BUPATI - BIDANG KEMASYARAKATAN DAN SUMBER DAYA MANUSIA,10 Desember 2013,Periodik,565986311
545,545,LAILY FITRIA TITIN ANUGRAHWATI,MAHKAMAH AGUNG,PENGADILAN TINGGI JAWA TENGAH,HAKIM PENGADILAN NEGERI BANJARNEGARA,25 Juli 2011,Periodik,672419801
546,546,IGNATIUS YULIANTO,,,,30 September 2003,Periodik,524270490
547,547,RIZMAH NURCHASANAH,OTORITAS JASA KEUANGAN (OJK),DEPUTI KOMISIONER MANAJEMEN STRATEGIS IIC,KEPALA SUB BAGIAN KANTOR OTORITAS JASA KEUANGAN SOLO,15 April 2016,Periodik,5155686243
548,548,GUTOMO,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,DIREKTORAT JENDERAL KEBUDAYAAN,"KEPALA SEKSI PERLINDUNGAN, PENGEMBANGAN DAN PEMANFAATAN - BALAI PELESTARIAN CAGAR BUDAYA JAWA TENGAH",2 Maret 2015,Periodik,149719031
549,549,ANGGORO SURYO SIGIT KWARTIANTO,,,,9 Desember 2016,Periodik,414100000
550,550,ANDRI SETIAWAN,KEMENTERIAN KESEHATAN,DIREKTORAT JENDERAL PENCEGAHAN DAN PENGENDALIAN PENYAKIT,PANITIA PENGADAAN BARANG DAN JASA - KANTOR KESEHATAN PELABUHAN YOGYAKARTA,1 Maret 2016,Periodik,133110683
551,551,AMALA MORENTI,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA II,PEMERIKSA MUDA - AUDITORAT UTAMA KEUANGAN NEGARA II,13 Desember 2016,Periodik,43379690
552,552,MARIA EVI RATNAWATI,BADAN KEPENDUDUKAN DAN KELUARGA BERENCANA NASIONAL (BKKBN),DEPUTI BIDANG KELUARGA SEJAHTERA DAN PEMBERDAYAAN KELUARGA,DIREKTUR BINA KELUARGA BALITA DAN ANAK,31 Oktober 2016,Periodik,272601596
553,553,CAHYA WIDI,PD DAERAH D.I. YOGYAKARTA,PT BANK PEMBANGUNAN DAERAH D.I. YOGYAKARTA,DIREKTUR UMUM - PT BANK DIY,30 September 2014,Periodik,1908746457
554,554,CHRISTINA CANDRASARI INDRIATMO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK MADYA SURABAYA,13 Oktober 2016,Periodik,4535602
555,555,LESTARYONO,PEMERINTAH KABUPATEN KULON PROGO,PEMERINTAH KABUPATEN KULON PROGO,KEPALA DINAS KESEHATAN,30 Maret 2009,Periodik,543632847
556,556,R. M. PRAMUTOMO,KEMENTERIAN RISET DAN TEKNOLOGI / BADAN RISET DAN INOVASI NASIONAL,"KEMENTERIAN RISET, TEKNOLOGI DAN PENDIDIKAN TINGGI",LEKTOR / KETUA LPPMPP - INSTITUT SENI INDONESIA SURAKARTA,15 Desember 2014,Periodik,531000912
557,557,RIZMAH NURCHASANAH,OTORITAS JASA KEUANGAN (OJK),"DEPUTI KOMISIONER AUDIT INTERNAL, MANAJEMEN RESIKO DAN PENGENDALIAN KUALITAS",STAF KANTOR OJK SOLO,28 Maret 2014,Periodik,2002057939
558,558,RUDI ANANTA WIJAYA,MAHKAMAH AGUNG,PENGADILAN TINGGI JAWA TENGAH,HAKIM PRATAMA UTAMA - PENGADILAN NEGERI KUDUS,13 September 2016,Periodik,736968276
559,559,ANGGORO SURYO SIGIT KWARTIANTO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK PRATAMA SLEMAN,24 Desember 2013,Periodik,-67000000
560,560,AMALA MORENTI,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA II,PEMERIKSA MUDA / KETUA TIM YUNIOR - AUDITORAT UTAMA KEUANGAN NEGARA II,31 Mei 2015,Periodik,43379690
561,561,MARIA EVI RATNAWATI,BADAN KEPENDUDUKAN DAN KELUARGA BERENCANA NASIONAL (BKKBN),KANTOR PERWAKILAN,PEJABAT PEMBUAT KOMITMEN / KEPALA BIDANG KELUARGA BERENCANA DAN KESEHATAN REPRODUKSI - PERWAKILAN PROVINSI D. I. YOGYAKARTA,3 Juni 2013,Periodik,457894733
562,562,ALDISE DYAN RINI SYARIFA,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP PROVINSI NUSA TENGGARA BARAT,AUDITOR PERTAMA - PERWAKILAN BPKP PROVINSI NUSA TENGGARA BARAT,20 Juni 2016,Periodik,11369357
563,563,CHRISTINA CANDRASARI INDRIATMO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK MADYA SURABAYA,29 Agustus 2014,Periodik,4535602
564,564,LESTARYONO,,,,15 Oktober 2005,Periodik,493733700
565,565,EVIE FRIDINA SUSAN,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP PROVINSI D.I. YOGYAKARTA,AUDITOR MUDA - PERWAKILAN PROVINSI D.I. YOGYAKARTA,29 Juli 2016,Periodik,-58172722
566,566,MONIKA NUR LASTIYANI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA BIDANG PENGEMBANGAN PERPUSTAKAAN - BADAN PERPUSTAKAAN DAN ARSIP DAERAH,7 Juli 2014,Periodik,758856410
567,567,IRVAN MAWARDI,MAHKAMAH AGUNG,PENGADILAN TINGGI TATA USAHA NEGARA JAKARTA,HAKIM PENGADILAN TATA USAHA NEGARA SAMARINDA,27 Oktober 2015,Periodik,378000000
568,568,MAY CHRISTIANTI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SEKSI PEMERINTAHAN DAN PEMBANGUNAN KELURAHAN TEGALPANGGUNG - KECAMATAN DANUREJAN,18 Agustus 2016,Periodik,381629737
569,569,RUDI ANANTA WIJAYA,MAHKAMAH AGUNG,PENGADILAN TINGGI KALIMANTAN TIMUR,HAKIM PRATAMA MUDA - PENGADILAN NEGERI KUTAI BARAT,31 Oktober 2008,Periodik,466968276
570,570,ANGGORO SURYO SIGIT KWARTIANTO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK PRATAMA WONOSARI,14 Agustus 2013,Periodik,-126900000
571,571,SRI PANGGARTI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,"KEPALA SEKSI BIMBINGAN USAHA DAN BUDIDAYA - DINAS PERINDUSTRIAN, PERDAGANGAN, KOPERASI DAN PERTANIAN",10 Oktober 2014,Periodik,134725000
572,572,DIANA DAMAYANTI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,PENGELOLA KEUANGAN - PANTI SOSIAL PAMARDI PUTRA - DINAS SOSIAL,25 Juni 2014,Periodik,341504850
573,573,SUSAN ANANTI,KEMENTERIAN KESEHATAN,DIREKTORAT JENDERAL PELAYANAN KESEHATAN,KEPALA SUB BAGIAN ADMINISTRASI KEPEGAWAIAN BAGIAN SUMBER DAYA MANUSIA - DIREKTORAT SUMBER DAYA MANUSIA DAN PENDIDIKAN - RUMAH SAKIT UMUM PUSAT DR. SARDJITO YOGYAKARTA,22 Mei 2015,Periodik,808781872
574,574,MARIA EVI RATNAWATI,BADAN KEPENDUDUKAN DAN KELUARGA BERENCANA NASIONAL (BKKBN),KANTOR PERWAKILAN,PEJABAT PEMBUAT KOMITMEN / KEPALA BIDANG KELUARGA BERENCANA DAN KESEHATAN REPRODUKSI - PERWAKILAN BKKBN PROVINSI D. I. YOGYAKARTA,12 Desember 2011,Periodik,280974747
575,575,HANDIKO WIDIYANTO,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA SATUAN PEMBINAAN MASYARAKAT - KEPOLISIAN RESOR BANTUL,3 Agustus 2016,Periodik,52917000
576,576,BAYU ARIANTO,"PT WASKITA KARYA (PERSERO), TBK.","PT WASKITA KARYA (PERSERO), TBK.",KEPALA PROYEK - DIVISI SIPIL,5 Maret 2014,Periodik,9147329749
577,577,LAKSMI HAYU PAWERTI,KEJAKSAAN REPUBLIK INDONESIA,KEJAKSAAN TINGGI KEPULAUAN BANGKA BELITUNG,JAKSA KEJAKSAAN NEGERI PANGKAL PINANG,22 Agustus 2011,Periodik,138434753
578,578,WARTONO,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA UNIT KECELAKAAN SATUAN LALU LINTAS - KEPOLISIAN RESOR SLEMAN,1 November 2013,Periodik,159000000
579,579,ANDAYANI KUMALADEWI,BANK INDONESIA (BI),BANK INDONESIA,ANALIS UNIT ASESMEN EKONOMI DAN KEUANGAN - KANTOR PERWAKILAN PROVINSI BANTEN,4 Maret 2016,Periodik,170972469
580,580,EVIE FRIDINA SUSAN,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP PROVINSI D.I. YOGYAKARTA,AUDITOR PELAKSANA LANJUTAN PADA PERWAKILAN BPKP PROPINSI DI YOGYAKARTA,31 Juli 2003,Periodik,9098605
581,581,MONIKA NUR LASTIYANI,,,,4 Oktober 2010,Periodik,690829168
582,582,DEWI UTAMI PRATAMARINI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SUB BAGIAN PEMERINTAHAN UMUM - BAGIAN TATA PEMERINTAHAN - SEKRETARIAT DAERAH,20 Februari 2015,Periodik,503011393
583,583,ASDO ARTRIVIYANTO,PT KERETA API INDONESIA (PERSERO),PT KERETA API INDONESIA (PERSERO),DEPUTY EXECUTIVE VICE PRESIDENT DIVISI REGIONAL IV TANJUNG KARANG,28 September 2016,Periodik,94644826
584,584,ANGGORO SURYO SIGIT KWARTIANTO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK PRATAMA WONOSARI,1 Juni 2011,Periodik,136300000
585,585,DIANA DAMAYANTI,,,,31 Oktober 2009,Periodik,195576237
586,586,RIEFQI HANIEF,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA V,PEMERIKSA PERTAMA - PERWAKILAN PROVINSI SUMATERA SELATAN,10 November 2014,Periodik,258417670
587,587,SUKOCO BENU SISWADI,KEMENTERIAN AGRARIA DAN TATA RUANG / BPN,KANTOR WILAYAH BPN PROVINSI D.I. YOGYAKARTA,KEPALA KANTOR / KUASA PENGGUNA ANGGARAN - KANTOR PERTANAHAN KOTA YOGYAKARTA,10 Agustus 2015,Periodik,152616579
588,588,CHRISTINA CANDRASARI INDRIATMO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK MADYA SURABAYA,30 Juli 2012,Periodik,4535602
589,589,DIDIK SUDARSONO WAHYU NUGROHO,PT HOTEL INDONESIA NATOUR,PT HOTEL INDONESIA NATOUR (PERSERO),GENERAL MANAGER INNA BALI,12 Mei 2013,Periodik,116886540
590,590,SINAR SEBAYANG,KEMENTERIAN SOSIAL,DIREKTORAT JENDERAL REHABILITASI SOSIAL,"KEPALA PANTI SOSIAL PAMARDI PUTRA ""INSYAF"" MEDAN - DIREKTORAT JENDERAL REHABILITASI SOSIAL",3 Agustus 2015,Periodik,1761884667
591,591,SINGGIH NURCAHYA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT,DIREKTORAT JENDERAL SUMBER DAYA AIR,KUASA PENGGUNA ANGGARAN /BARANG - SATUAN KERJA OPERASI DAN PEMELIHARAAN SUMBER DAYA AIR - BALAI BESAR WILAYAH SUNGAI SERAYU OPAK,17 Oktober 2016,Periodik,424034000
592,592,DEWI UTAMI PRATAMARINI,,,,31 Oktober 2011,Periodik,363094053
593,593,IKA HARTANTI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,"KEPALA BIDANG KELEMBAGAAN, PENGOLAHAN DAN SARANA PRASARANA - DINAS KEHUTANAN DAN PERKEBUNAN",19 Mei 2016,Periodik,239419018
594,594,ASDO ARTRIVIYANTO,PT KERETA API INDONESIA (PERSERO),PT KERETA API INDONESIA (PERSERO),VICE PRESIDENT NON TRAIN CREW MANAGEMENT,29 Maret 2016,Periodik,94644826
595,595,SUKOCO BENU SISWADI,BADAN PERTANAHAN NASIONAL REPUBLIK INDONESIA,KANTOR WILAYAH BPN PROVINSI SULAWESI UTARA,"KEPALA BIDANG SURVEI, PENGUKURAN DAN PEMETAAN - KANTOR WILAYAH BPN PROVINSI SULAWESI UTARA",28 Oktober 2011,Periodik,3379987
596,596,CHRISTINA CANDRASARI INDRIATMO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK PRATAMA SURABAYA GENTENG,24 Juni 2011,Periodik,4535602
597,597,CHRESTINA ERNI WIDYASTUTI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA BAGIAN KEBUDAYAAN - ASISTEN KEISTIMEWAAN - SEKRETARIAT DAERAH,17 Mei 2016,Periodik,326938092
598,598,NUR WINURSITO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,LURAH KADIPATEN,27 Desember 2011,Periodik,-50792855
599,599,IKA HARTANTI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,"KEPALA BIDANG KELEMBAGAAN, PENGOLAHAN DAN SARANA PRASARANA - DINAS KEHUTANAN DAN PERKEBUNAN",17 Mei 2013,Periodik,358745641
600,600,ASDO ARTRIVIYANTO,PT KERETA API INDONESIA (PERSERO),PT KERETA API INDONESIA (PERSERO),MANAGER TRAIN OPERATION CONTROL,4 Desember 2015,Periodik,80644826
601,601,SUKCI HIRAWATI,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA IV,PEMERIKSA MADYA - SUB AUDITORAT IV.C.1 - AUDITORAT UTAMA KEUANGAN NEGARA IV,22 Desember 2016,Periodik,-102722611
602,602,ISROWIYAH,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA SATUAN PEMBINAAN MASYARAKAT - KEPOLISIAN RESOR KOTA YOGYAKARTA,7 Oktober 2014,Periodik,-65666100
603,603,M. FUAD SYARIF SYAFII,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP PROVINSI D.I. YOGYAKARTA,AUDITOR MADYA - PERWAKILAN BPKP PROVINSI D.I. YOGYAKARTA,6 Agustus 2016,Periodik,758000000
604,604,DIDIK SUDARSONO WAHYU NUGROHO,PT HOTEL INDONESIA NATOUR,PT HOTEL INDONESIA NATOUR (PERSERO),GENERAL MANAGER INNA BALI,12 Juni 2011,Periodik,48907213
605,605,SINAR SEBAYANG,,,,17 Februari 2009,Periodik,1900326000
606,606,PUJIHASTUTI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,AUDITOR AHLI MADYA - BADAN PENGAWASAN DAERAH,30 Desember 2008,Periodik,116500000
607,607,LAURENTIUS ERNAWAN EDY HARTANTO,KEMENTERIAN KESEHATAN,DIREKTORAT JENDERAL PELAYANAN KESEHATAN,KEPALA SUB BAGIAN HUBUNGAN MASYARAKAT - RUMAH SAKIT UMUM PUSAT DR. SARDJITO YOGYAKARTA,29 Mei 2015,Periodik,213300390
608,608,WISNU INDARTO,,,,31 Desember 2016,Periodik,1153556000
609,609,IKA HARTANTI,,,,10 Agustus 2010,Periodik,39504023
610,610,HASTIONO ADI PRANOTO,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA VII,AUDITOR AHLI MUDA - AUDITORAT UTAMA KEUANGAN NEGARA VII,3 Mei 2016,Periodik,545891349
611,611,ASDO ARTRIVIYANTO,PT KERETA API INDONESIA (PERSERO),PT KERETA API INDONESIA (PERSERO),MANAGER OPERASI - DAERAH OPERASI 4 SEMARANG,24 Maret 2014,Periodik,86644826
612,612,SUKCI HIRAWATI,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA IV,PEMERIKSA MUDA - AUDITORAT UTAMA KEUANGAN NEGARA IV,11 November 2014,Periodik,-102722611
